u,i,year
23169,22929,2007
15833,15769,2016
15082,15027,2005
8088,1396,2000
10960,10811,2005
20724,20619,2002
9244,6180,2015
5085,1732,2021
10794,9357,2004
17386,17337,2004
16490,16465,2011
16052,15947,2012
9704,9221,2007
12367,11301,2002
16070,15976,2002
11645,11258,2006
13161,2103,2014
12950,12354,2019
18085,18009,2005
13461,13151,2008
22946,3786,2019
7885,7705,2013
20303,20216,2004
18904,18713,2013
18812,18687,2020
9665,9529,2007
15002,14401,2012
21663,21597,2021
3847,1769,2006
7913,4220,2009
20724,20676,2013
10761,10256,2009
15259,15172,2011
11837,11035,2011
8035,6548,2008
10563,8791,2013
15796,15678,2005
7683,5639,2002
19078,18999,2008
13557,13450,2001
16928,16821,2009
21722,21636,2016
20092,20055,2021
17226,16736,2000
19464,19348,2002
8531,1058,2010
22964,22695,2015
9952,9939,2006
9936,9928,2000
17770,17626,2012
15505,14955,2011
13661,13209,2012
7683,2552,2001
8017,7699,2001
24674,24565,2000
6323,672,2012
13027,816,2003
21386,21290,2016
16900,16726,2013
7683,7086,2013
24279,24252,2006
10241,6920,2012
20473,20342,2013
15540,14749,2002
6752,3551,2001
16035,15682,2007
14492,14447,2003
13271,13146,2019
6428,3106,2017
15696,15289,2013
5335,4734,2004
24599,24589,2007
7081,5059,2018
3659,1674,2016
13994,13290,2003
6864,4757,2008
6649,5406,2004
6428,2981,2013
6256,2788,2000
15229,15126,2000
13383,13204,2020
18140,17806,2016
18813,18515,2010
13133,12971,2020
11416,4419,2009
5416,5182,2001
13370,12857,2012
13567,12138,2008
19898,19431,2003
10768,1796,2009
13514,13512,2018
10421,9441,2000
8177,3559,2017
24152,23863,2014
11585,5467,2004
14713,3419,2013
8158,7930,2009
14168,13634,2012
20478,20376,2003
17317,17159,2011
10317,3028,2007
11046,5174,2007
21971,21566,2005
23652,23393,2008
24621,24542,2003
23575,23202,2008
18309,18227,2010
12952,12923,2002
15884,787,2019
8099,7084,2016
18334,18044,2013
23983,23617,2004
11309,7421,2007
22300,22151,2003
10714,10633,2009
12386,9954,2015
5133,1552,2001
5133,492,2005
13890,13869,2016
22079,21831,2003
12522,1690,2000
21945,21868,2021
10354,9734,2017
20317,20221,2013
9244,5648,2013
12701,3645,2012
8103,6985,2001
23122,22776,2011
8672,7657,2014
13697,13667,2013
11111,10654,2015
7885,4578,2005
17134,16784,2002
9393,9205,2016
4371,3978,2000
17989,17874,2013
12054,8853,2001
12271,9048,2007
17764,4495,2020
18884,18612,2011
19555,12843,2014
19516,19047,2008
10241,7283,2004
19037,18754,2013
19637,1339,2019
19094,18957,2016
22284,97,2006
9630,8396,2007
15135,15069,2014
12088,12001,2013
22635,22520,2014
24584,24568,2018
11614,11342,2017
20989,20855,2021
16982,16559,2001
12935,12606,2017
12648,12311,2005
8516,6566,2018
21337,21085,2014
21848,21521,2010
18073,18019,2015
22224,22195,2005
21931,21844,2016
364,214,2021
10241,10017,2008
20097,20064,2013
22315,22301,2021
17567,5364,2009
14858,14460,2017
9320,1866,2011
10164,8882,2000
10485,10190,2012
15930,15877,2000
18657,5849,2001
10222,9126,2021
14396,13580,2011
17965,17685,2016
7312,3604,2009
7946,5200,2016
8654,7632,2017
14087,14024,2014
16550,16205,2013
19552,19521,2017
17777,17516,2020
21115,20670,2011
22946,22696,2017
9639,9032,2000
16114,16017,2011
11809,11317,2004
24049,23695,2004
7405,3968,2012
6674,3925,2000
21414,21302,2000
10701,3746,2015
13258,12710,2016
20290,20286,2015
10536,8615,2017
15311,14891,2001
16539,16239,2012
6412,4930,2003
3041,2689,2009
13079,13050,2017
16563,16108,2020
11352,8147,2009
6522,3098,2000
14999,14884,2004
12738,12643,2019
16145,15862,2019
16565,15925,2005
18488,18462,2019
4447,1192,2020
23343,23328,2010
6262,6256,2010
10748,10594,2003
8654,8255,2021
15295,15038,2013
8035,313,2016
18031,17741,2006
24830,24719,2000
13581,12840,2007
24793,24699,2003
18009,17874,2006
7794,2121,2011
10151,8770,2005
10188,10151,2000
22828,22619,2000
7225,2876,2001
12539,3706,2017
10012,8677,2002
8600,7890,2021
23838,23606,2021
17475,7841,2018
21415,21268,2011
17637,17388,2008
16153,15666,2010
20521,20292,2020
23798,23668,2017
9238,8657,2006
6941,4179,2017
16836,16409,2007
13559,13453,2017
9630,5334,2016
14555,3037,2003
12227,3973,2009
13277,13216,2004
11244,11067,2005
16087,1707,2014
7620,5124,2007
22616,22582,2011
12851,12841,2019
14581,14548,2008
19746,19695,2015
23758,23372,2012
8346,6114,2004
6522,5219,2005
14087,13743,2008
15609,15578,2017
16542,16501,2007
11370,11157,2011
11370,6535,2017
11584,8320,2007
14937,14580,2003
14167,14166,2017
16575,16446,2016
21636,21350,2002
18049,17885,2003
16973,16746,2000
17123,16742,2004
10346,10317,2016
14105,13530,2015
24160,24019,2017
10133,9770,2014
11281,10378,2015
23992,23859,2021
10317,6384,2019
22316,22297,2006
7017,4612,2019
7175,4213,2010
19643,19583,2003
17968,17902,2013
16051,15417,2018
18109,18061,2019
19856,19833,2021
17199,17181,2020
10157,9926,2005
21590,21488,2018
16134,15950,2014
17492,17283,2019
20094,19965,2019
20776,20740,2012
13446,215,2005
15969,15646,2019
10241,10206,2016
21070,1997,2009
10230,8746,2021
4850,4774,2017
17259,17031,2016
14124,2888,2012
7169,6937,2002
20765,20707,2001
23882,23849,2010
15857,15558,2013
13409,13303,2009
20484,20187,2016
12190,11975,2005
11096,10075,2012
8711,2060,2020
11908,11171,2018
19198,3355,2017
10787,4685,2007
8359,8097,2001
6097,1549,2021
16410,16271,2002
17162,17113,2005
12399,12068,2012
9337,8925,2016
12608,9454,2018
11244,11201,2002
10881,7779,2008
19903,19761,2018
22511,22373,2006
23331,23314,2020
15046,14786,2002
6752,3903,2017
9361,100,2020
8546,6356,2019
20050,19673,2014
15675,15672,2018
20695,20495,2003
23733,23671,2021
11824,11725,2021
20360,20352,2017
11357,10940,2001
15954,15539,2013
19574,1753,2006
5675,5450,2000
20483,2131,2019
9779,2211,2011
13972,412,2007
21111,20908,2012
7613,3685,2005
3697,3479,2013
10427,9469,2007
21475,21373,2017
17241,16995,2009
19528,19454,2012
16054,15975,2007
19637,2403,2009
6960,5578,2014
2208,2038,2008
9114,4747,2021
9630,942,2006
15788,15421,2021
11863,11718,2000
16601,771,2018
23776,23615,2010
23256,22913,2012
7351,6170,2001
8932,8904,2021
18653,18520,2019
21370,21304,2011
17033,4789,2009
23411,23298,2010
12611,12384,2001
16555,16442,2008
9187,9142,2010
15388,15297,2019
21626,21281,2004
14922,14568,2014
20696,20276,2018
13391,11679,2009
5919,2552,2010
9678,8483,2013
17781,17503,2019
11330,10580,2002
5704,5618,2003
16558,470,2018
11875,11219,2002
15414,15120,2013
14201,14066,2013
16663,16610,2008
19582,19255,2016
17402,17382,2021
11506,11053,2021
21502,21497,2010
8369,6042,2002
21049,20954,2017
16307,16177,2008
8531,3270,2001
15768,15668,2012
10714,10210,2007
13512,12684,2010
8948,8479,2012
12398,10722,2005
14981,14448,2019
17169,16881,2004
10317,7140,2012
21068,20886,2011
19265,18774,2016
5764,4561,2003
22970,22948,2007
12084,11723,2009
9244,8249,2000
24105,24035,2004
6097,3969,2008
12318,12304,2005
13625,13520,2015
6256,5455,2021
10354,10103,2009
22489,22320,2008
12832,9593,2014
23735,23691,2021
13648,13599,2018
8953,3891,2004
14999,14468,2004
20875,16887,2016
15102,2596,2005
3979,3342,2017
15468,15060,2003
9270,6479,2013
14601,14485,2020
9115,5925,2018
12187,11956,2003
8885,8341,2016
9928,3449,2007
20097,20068,2010
12296,11159,2009
18121,1750,2019
13270,12787,2000
23688,23372,2001
21108,20835,2021
8698,7567,2002
8098,7328,2020
19537,19207,2008
23726,23646,2021
21577,21533,2010
8284,3856,2021
19358,19193,2021
24766,24751,2010
13754,13661,2009
18561,18241,2012
18062,18036,2019
16936,16693,2021
17665,17141,2001
24775,24590,2000
18531,18264,2013
21111,20719,2006
10701,3341,2012
22389,22293,2001
8369,6198,2004
17135,16777,2009
22768,22702,2016
21810,21808,2003
9763,8960,2007
6980,6224,2012
22414,22041,2021
19575,19560,2016
14345,14342,2011
24584,24337,2016
22015,21893,2005
7818,6680,2002
16973,16681,2008
14318,14034,2013
6499,5471,2019
20600,20565,2002
19577,19519,2005
16530,3291,2017
19641,18661,2010
11583,2774,2006
6671,4747,2004
8189,5535,2004
6864,5084,2010
8531,7668,2002
20350,20207,2015
12709,12476,2004
8740,7900,2015
23313,23205,2010
9179,7208,2017
10536,8165,2014
15576,15423,2011
19620,19183,2015
8932,4681,2018
19007,18818,2019
23090,23055,2008
20588,20308,2005
11244,5087,2005
8897,5796,2006
23171,23091,2011
13537,12478,2013
6256,4204,2013
7980,7957,2012
11322,2800,2015
7930,6421,2006
22655,22327,2015
7885,4666,2006
12486,12066,2020
16542,16504,2009
14087,13951,2010
9982,4956,2018
15898,5902,2012
19954,19900,2007
20315,609,2005
14753,3224,2013
21092,20980,2017
7913,7434,2021
11329,10326,2002
10907,10790,2008
21028,20890,2001
21679,21657,2006
22941,22765,2012
17556,659,2008
9802,430,2011
8431,2234,2003
13919,13353,2021
10433,10251,2019
17926,4818,2006
6980,4061,2011
21527,21305,2008
19471,18572,2012
13450,13032,2010
18065,17958,2001
14179,13282,2011
10231,9613,2007
1263,581,2019
13280,12914,2009
11608,11022,2007
10882,7006,2001
10535,9186,2016
14192,13983,2005
23642,23202,2006
8177,513,2001
24625,24512,2003
7081,5806,2006
13993,13255,2006
9179,9063,2009
12315,11984,2005
13940,13873,2019
11123,10564,2008
11506,11191,2000
16849,16468,2020
8734,7389,2020
24011,23733,2003
3847,3098,2001
7683,3436,2012
14521,13116,2014
19898,2409,2000
16617,16346,2013
11351,10407,2010
15600,15324,2004
16551,16443,2005
17556,13745,2012
23940,23877,2000
7571,2656,2017
13863,13739,2021
20806,20398,2018
23091,22915,2016
9936,2509,2017
15820,15771,2005
19549,19470,2019
7169,6264,2005
20621,20251,2006
9361,8252,2009
24916,24808,2010
20916,20609,2013
14432,14029,2015
12271,8420,2009
8319,6028,2006
4379,2063,2007
21233,4997,2012
21545,21524,2012
2599,2317,2010
14628,14592,2006
6954,6333,2020
21905,21763,2019
24769,24671,2009
9784,9704,2011
12191,1866,2002
14407,14331,2006
15384,14810,2011
23583,23166,2013
15933,15915,2001
20482,20389,2016
9009,4691,2003
15787,14752,2011
15505,15076,2019
15875,15764,2004
7913,5585,2017
8291,7854,2014
12396,11861,2004
12465,11879,2020
15402,15299,2012
11053,10963,2007
17242,16933,2019
24842,1391,2005
7653,7013,2005
14705,14619,2015
24620,24563,2003
3518,3218,2001
12599,4923,2017
22542,22530,2019
5752,4184,2009
16833,16830,2006
5704,2641,2017
11019,3799,2011
12450,10992,2007
22577,22499,2004
18343,17671,2014
14753,3317,2017
3890,2061,2020
11906,11765,2004
12342,11891,2005
19682,1248,2006
20137,20067,2002
22572,22446,2016
18345,18016,2009
23403,23053,2007
10625,9414,2006
14131,13915,2004
11087,8083,2021
8655,6802,2006
7820,7179,2007
15446,9074,2016
8094,8066,2021
10085,10050,2001
22237,22219,2011
9933,8439,2003
12868,12817,2003
9356,6989,2012
9522,6886,2012
5133,4233,2016
11628,6454,2011
23712,23590,2009
7919,7668,2004
21291,503,2002
11080,10963,2016
18468,18095,2011
9009,3972,2007
15769,15508,2002
19807,19720,2004
19562,19170,2009
13396,13276,2008
11492,4319,2017
9651,8708,2000
12238,11680,2001
9650,9378,2002
15030,14894,2000
22549,22253,2004
7211,5929,2013
16292,16189,2006
24834,24803,2019
6959,6628,2007
8654,7873,2009
22229,22045,2017
16473,16069,2008
8412,7603,2003
9863,4825,2019
21198,20745,2020
14902,14557,2010
18932,18863,2018
21663,21631,2019
12259,12246,2014
6571,4721,2008
22600,22305,2003
9917,7865,2012
14104,3788,2009
18294,2205,2021
23349,23284,2001
8036,3481,2020
21691,21597,2008
21065,20887,2001
12271,11830,2008
15837,15797,2006
24727,24648,2014
20550,20251,2014
21990,3536,2015
20350,20203,2004
6256,5186,2008
17020,6784,2003
11678,5851,2010
4031,3890,2007
18682,18546,2011
10914,10636,2004
20366,20338,2020
10164,8157,2013
21554,21333,2009
21299,21219,2016
15015,14903,2016
21564,21534,2014
11257,11244,2013
21945,21813,2001
10663,10051,2015
9639,8068,2000
22746,22684,2004
6037,2666,2003
24082,23800,2006
6879,5415,2020
4004,3543,2013
16303,16290,2013
6416,3992,2013
21148,20844,2005
13774,13702,2006
11109,10506,2015
6499,522,2011
21639,83,2010
13873,13691,2009
6594,3380,2001
22199,22085,2007
10188,4547,2011
7966,5889,2004
18287,18037,2011
8177,1251,2016
22103,22081,2004
17475,1682,2011
23964,23910,2017
18216,18141,2011
18395,17934,2019
10768,961,2017
16658,16624,2013
11230,3437,2012
10794,4111,2007
15597,13755,2007
17660,17524,2001
8626,7793,2012
11221,10331,2013
15163,15004,2015
15743,15685,2001
10568,8739,2004
6090,4733,2001
11348,11322,2005
11175,1366,2020
8698,2441,2021
22834,22813,2016
17286,17258,2014
10264,8792,2011
10665,10316,2020
20674,20533,2008
9630,2563,2020
12203,11874,2001
11920,4492,2009
19865,19656,2007
23925,23862,2018
21095,20920,2000
10536,6811,2020
3175,1013,2013
18343,18150,2010
22112,21892,2000
19612,19429,2017
10222,3907,2015
15955,15802,2017
8319,7910,2016
16992,16945,2006
10483,9856,2016
6428,5426,2011
23637,23552,2002
11730,11622,2013
17872,17847,2019
24192,2365,2008
14521,14111,2005
23323,23050,2013
13122,3788,2013
10188,4604,2014
9919,9563,2018
7818,5896,2013
17851,17490,2018
4385,4096,2010
5846,2133,2008
7194,5151,2018
9115,8984,2021
23223,23119,2007
7571,7342,2019
17255,16996,2004
8932,7324,2014
12144,11858,2001
15777,15572,2015
12191,12007,2000
14626,6067,2021
18491,18475,2014
19520,19170,2019
10235,8536,2001
20903,20807,2016
18642,18424,2011
5416,3993,2003
11468,10690,2003
5764,4356,2013
15945,15887,2003
21946,21809,2017
21554,21265,2010
16547,16538,2019
8017,5265,2002
22829,22697,2003
8304,5284,2021
7173,4774,2017
21571,21502,2007
6752,4351,2015
11642,10993,2017
11896,11692,2018
16828,16813,2014
14302,13933,2006
24803,24675,2004
7763,6295,2007
15810,15752,2007
17050,16804,2018
7194,3186,2018
8583,4930,2008
18981,18691,2013
8369,4887,2008
15984,15840,2019
17302,16957,2021
6671,4936,2012
17833,17452,2004
13532,12482,2006
2256,709,2016
17410,17062,2007
15886,15776,2013
16161,597,2001
21177,20679,2019
18578,18253,2002
13531,13395,2012
10823,5631,2011
19518,727,2000
20955,20558,2020
13422,13410,2001
23965,23883,2007
15562,15545,2005
20934,20839,2011
21913,21746,2018
8530,6362,2006
17709,2173,2017
13582,12873,2002
8462,7500,2007
7966,3651,2001
6915,6743,2000
20956,1388,2014
4227,1013,2005
7258,3737,2017
9009,7606,2000
16442,16101,2003
23090,22821,2017
13564,2978,2008
18697,18316,2005
18574,18500,2018
19755,19703,2011
11087,6720,2018
17207,17006,2009
10164,8347,2019
8114,6858,2007
17107,16813,2005
6305,4062,2015
5919,3391,2010
11416,9707,2003
16939,16865,2004
13411,13337,2014
9313,8557,2005
17116,16952,2006
19404,18978,2010
17144,17123,2009
10440,9619,2013
18887,18797,2003
9397,8529,2021
17799,17777,2015
21938,21828,2005
20046,19935,2013
8088,7780,2003
7937,4721,2007
15797,15448,2006
17872,17605,2013
17321,17085,2016
21798,21785,2011
10563,10010,2006
24353,24163,2000
12054,10457,2013
24145,24035,2020
11123,10831,2013
21420,20863,2009
10444,9628,2018
20144,19885,2015
17046,16729,2001
13412,13318,2007
9016,6903,2001
12703,11903,2002
10583,1730,2001
9803,7369,2004
11882,11881,2001
20365,20327,2016
16558,16202,2002
12784,12529,2015
12236,12189,2009
19827,4125,2010
8369,3931,2019
12583,12564,2016
9132,7923,2002
18837,18450,2005
15953,1324,2009
8711,6047,2000
13161,2572,2012
11033,10786,2002
23869,23833,2000
13537,12987,2000
15081,13708,2001
20247,20095,2012
19183,19169,2008
18373,18173,2010
10425,9929,2006
10093,8894,2006
16645,16601,2002
24935,24763,2003
20999,20591,2020
5682,1823,2010
10538,2167,2014
17601,17290,2020
9016,7004,2021
20542,20125,2014
17777,17693,2017
11147,11027,2005
10678,6345,2008
8994,6093,2005
8351,7697,2012
12597,6792,2006
14548,14203,2016
8412,7491,2019
21398,21112,2017
17653,16774,2006
11707,11608,2016
9244,8737,2003
10563,4204,2007
10470,10244,2009
3847,2314,2012
13270,955,2018
12372,1380,2017
23310,23262,2007
19898,4997,2008
7541,6953,2020
10563,3164,2007
17363,17181,2002
9343,5781,2012
7570,5777,2017
11824,1547,2013
23365,23187,2011
20773,20702,2016
4850,1047,2002
13490,13448,2005
14699,14261,2021
16766,16483,2005
14799,14385,2021
20936,20801,2007
18145,18107,2020
14761,14315,2003
21959,21730,2019
22384,22163,2017
24099,24045,2008
13671,13137,2017
22818,22703,2020
13994,13488,2001
22602,22501,2000
5662,2442,2012
16478,15965,2006
21619,21505,2003
24835,24664,2021
12105,10517,2013
22337,22212,2011
14858,14399,2021
12863,12773,2006
16971,2312,2016
10027,9571,2007
17329,17208,2012
19405,19264,2001
8897,1182,2007
18679,18344,2010
22145,22016,2021
20309,20143,2018
12141,12076,2002
7946,7414,2010
6777,62,2014
12001,11533,2014
15884,1002,2011
21489,21299,2009
17073,16839,2015
17538,17235,2007
11551,10997,2011
6960,2248,2013
19774,19713,2021
21393,21315,2006
7416,5164,2019
13559,13213,2011
24399,24359,2021
8155,7112,2011
19682,51,2001
10610,9874,2010
23001,22645,2014
18478,18357,2009
3769,3714,2006
16463,16359,2000
21180,21116,2009
12814,12453,2000
17991,1290,2003
6251,5661,2006
13808,13798,2011
3894,3890,2007
7265,3848,2017
10425,802,2018
18230,18053,2017
14370,14024,2011
18709,16671,2010
8676,8231,2007
12934,7557,2020
6960,1486,2004
24278,24245,2012
11901,8421,2011
11309,9152,2010
13236,1426,2008
17613,658,2014
20446,20403,2010
22671,22602,2003
22490,22191,2010
24839,24697,2018
20832,20830,2000
17275,17188,2013
6975,3851,2006
24561,24416,2021
12127,11968,2001
3760,2143,2009
6536,4171,2021
16936,16903,2008
24192,1353,2011
12616,12566,2012
16215,16138,2009
11137,10736,2003
4699,1813,2019
3894,3591,2012
10787,8849,2010
9982,8077,2020
7794,7703,2002
7175,2460,2011
12090,11948,2011
22087,21979,2009
6738,3307,2005
15695,15395,2005
10361,8842,2000
20164,20148,2004
13626,13582,2019
18947,18924,2018
24939,24771,2014
15953,5388,2012
6089,4814,2005
9399,6032,2000
20968,20848,2019
18113,17676,2012
24038,23698,2012
10088,10030,2004
9802,9096,2020
11295,6809,2005
17477,17130,2003
11140,9093,2007
13846,13768,2018
7265,6449,2009
20119,19982,2021
8369,7000,2001
6315,5841,2017
9400,1927,2018
17475,17406,2021
13027,12489,2020
22887,22872,2013
20782,20618,2018
10421,5673,2010
24265,24256,2016
23119,23064,2009
16130,16095,2008
11380,10260,2011
6305,2493,2014
5133,4817,2008
10894,10410,2000
13394,12033,2016
24216,24189,2003
9016,4442,2006
14507,14468,2019
3760,393,2007
3704,1566,2008
9400,7110,2004
6098,608,2013
4385,3613,2016
13672,13357,2014
11765,11518,2001
7860,7452,2018
18321,18040,2013
16068,15399,2016
7672,7589,2008
9802,6978,2003
9009,5294,2009
20667,20660,2019
10421,3440,2015
12504,12365,2013
23298,23109,2001
18154,18077,2014
11322,10621,2009
9485,8627,2012
23542,23436,2006
24794,24773,2011
10030,9279,2011
15567,15470,2013
12054,9675,2010
12707,12590,2015
13095,12667,2008
19395,19108,2018
20696,20261,2008
8503,8341,2000
9327,6447,2021
7860,4104,2001
8373,1924,2001
18657,17419,2004
12832,12391,2008
8591,4844,2000
8369,8224,2003
13505,12775,2005
7258,3799,2014
22947,22743,2011
4371,4089,2014
5267,4152,2008
10027,9315,2003
14490,13921,2000
21467,21420,2021
10895,10607,2004
21407,21331,2013
7946,6021,2005
10963,4611,2017
9928,9429,2016
13372,13324,2008
3177,2972,2006
9343,7624,2015
14289,14112,2010
6904,6373,2004
15414,15347,2004
18283,18116,2018
2810,2500,2014
15978,15949,2008
6571,5622,2009
15218,15054,2007
8036,4634,2012
24838,24678,2014
7405,7062,2006
13446,2561,2010
8530,7586,2013
14230,13544,2020
10583,7161,2018
18679,18529,2014
20482,20432,2012
19636,4306,2011
10264,2334,2000
16792,16611,2014
10241,9272,2019
9337,8337,2017
15260,15236,2003
6904,4669,2006
22622,22455,2011
8994,8064,2001
12144,1258,2009
10440,10108,2002
8302,3735,2010
22677,22629,2002
17249,17177,2006
22458,22391,2008
24011,23913,2011
19554,19398,2001
23593,23273,2015
10012,8978,2017
6786,2267,2007
21177,20825,2020
10222,9376,2002
24614,24393,2017
16417,3733,2019
17159,16831,2000
23123,23031,2004
12903,11347,2004
15185,15163,2016
11335,11285,2012
9953,9231,2002
9114,4944,2019
19255,19227,2010
15789,15543,2009
22105,22003,2009
6315,4453,2003
5722,5485,2007
22513,22322,2015
16674,16627,2005
16473,16214,2004
15786,15320,2003
15330,9056,2013
3638,3518,2010
13768,12833,2019
6837,1277,2010
17276,17218,2001
8229,2938,2008
18850,18803,2020
14048,14022,2007
6553,3742,2012
11162,10661,2001
10643,10047,2017
19636,1166,2012
8654,8147,2009
7885,7635,2021
19372,19247,2007
10482,8002,2007
16557,16202,2006
23830,23456,2010
16712,16528,2014
8035,6492,2008
8530,6008,2001
19366,19303,2018
20410,20301,2014
6765,5736,2018
9320,9179,2001
13878,13479,2015
12290,11721,2004
10476,7977,2000
15160,10147,2008
17046,1247,2007
16760,16636,2018
18567,18546,2004
10361,5762,2003
11244,6842,2013
6323,2640,2020
22932,22918,2005
2905,2571,2006
24630,24603,2014
17469,17106,2017
15962,15801,2012
12267,12154,2020
6589,6571,2021
18467,17934,2002
19938,19712,2019
19035,18935,2013
10354,8416,2018
23200,22966,2018
22225,22116,2017
22038,21955,2006
11329,9910,2015
20045,19989,2019
13190,13034,2008
10317,1427,2019
6864,2411,2002
10371,10114,2013
22963,22917,2001
11087,10508,2004
11908,11157,2016
14443,14254,2007
22038,21968,2015
11837,11784,2007
7683,6431,2000
18121,4997,2000
13402,13355,2004
6536,4539,2016
14943,429,2012
16982,16586,2003
19163,18874,2016
24935,24921,2015
11006,10232,2003
10441,10374,2015
9523,8549,2001
18191,17982,2007
22371,22297,2006
17110,16767,2017
23217,23118,2018
14341,9292,2004
15754,15261,2011
9438,9359,2001
18113,17662,2005
14321,14252,2001
8734,7952,2003
13366,13246,2001
16849,5451,2002
21234,2262,2011
8948,7587,2017
9732,7737,2011
9244,1058,2020
19521,19300,2010
17670,17567,2011
24737,24621,2021
15590,15576,2001
12001,10623,2006
12934,12334,2014
15445,15430,2020
6492,6290,2017
10561,9793,2020
17942,17811,2011
12462,12021,2004
8650,6423,2015
15496,15275,2012
13277,12710,2006
13445,3298,2001
19227,19020,2017
9327,7765,2010
11896,11465,2021
16088,15949,2013
8591,7602,2010
17097,17074,2011
5416,4016,2015
7258,2534,2010
23221,23122,2005
17935,17519,2006
11783,11012,2016
19286,19229,2014
22817,22721,2003
24909,24855,2016
14554,14423,2009
21516,20597,2000
15902,15560,2010
11631,11215,2021
24669,24542,2006
12539,10732,2016
10030,7023,2021
7620,3108,2002
18676,18428,2003
9062,5788,2019
17781,17762,2016
7541,1926,2004
8177,4838,2021
10889,3440,2018
10773,10200,2017
13310,2251,2021
13404,13259,2010
11144,11018,2000
22804,22779,2017
8035,4255,2007
20990,20731,2011
8035,5672,2015
21121,20995,2000
23743,4207,2004
14404,14344,2007
3580,3339,2005
12425,3917,2005
19821,19367,2006
24611,24478,2000
23688,23487,2000
17684,17351,2005
22567,22490,2021
9639,5436,2001
16729,16543,2009
8897,1286,2008
9400,8275,2011
15959,2255,2011
6752,6155,2001
20245,237,2021
12244,559,2001
24159,24106,2006
14865,14293,2020
18999,3558,2000
22829,22751,2004
9365,7884,2018
18025,17664,2004
15045,15040,2013
19740,19558,2017
16616,16455,2021
12933,12619,2008
14338,8467,2015
15424,15309,2012
12439,12137,2020
7980,6940,2004
4379,4322,2021
9400,5158,2005
10930,10910,2004
12197,11842,2009
16118,16109,2011
8055,5874,2001
10444,2739,2001
22700,22451,2003
8035,2321,2018
11587,8270,2004
10171,9965,2006
16255,16020,2000
10188,7283,2009
14713,14697,2005
20318,20211,2019
23688,23455,2000
10317,2467,2018
19044,18718,2005
13986,13747,2013
13873,9904,2015
10701,2432,2011
14518,14507,2019
5662,4295,2021
13857,13811,2001
8698,7221,2012
21024,21021,2013
5416,4547,2006
5955,5624,2008
7430,7392,2013
5861,4814,2009
6510,4395,2013
5703,4878,2019
12722,12599,2010
10306,10160,2014
16062,15885,2003
17836,17762,2005
15426,15269,2008
6671,5887,2010
20233,20133,2019
15118,14891,2011
13734,2733,2021
13564,12424,2021
14713,573,2019
17851,17698,2001
22169,22048,2004
7885,4598,2012
19079,18967,2003
6553,4753,2003
13816,12908,2011
8055,3271,2009
14229,14217,2003
19864,19839,2007
3409,2032,2004
18817,18766,2012
15962,2878,2017
11920,11558,2013
7175,5318,2016
11281,11136,2003
11773,11490,2011
19517,19277,2002
4725,1492,2013
8654,8504,2014
9955,8712,2014
16567,16285,2003
13031,12723,2013
11569,11283,2021
7258,2965,2006
15443,15106,2003
12762,731,2003
24329,24269,2013
23592,23283,2014
20689,20603,2004
10126,8875,2020
9642,8200,2008
16067,16041,2007
5179,1516,2005
20487,20393,2010
21931,21637,2017
14862,14805,2008
10171,6660,2004
14213,14112,2017
24654,24554,2001
23722,23623,2018
22227,22025,2011
21562,21448,2019
23989,23969,2011
10317,4081,2017
4074,2268,2018
6864,2851,2002
23611,23485,2021
24635,24501,2004
16557,16082,2010
19548,19496,2001
9678,9154,2008
18713,18417,2007
8698,7308,2017
15791,15405,2008
18870,18498,2000
23706,23640,2009
12075,6336,2007
23818,23686,2001
9397,9209,2018
10264,3570,2009
24654,361,2021
10625,10370,2006
10773,10169,2019
23568,23522,2019
11731,11261,2001
21246,21125,2008
22883,22872,2009
8036,7631,2002
20968,20571,2018
13918,3291,2013
14316,14191,2003
15243,14938,2010
13729,13637,2016
15869,14953,2007
20695,20274,2021
16405,16337,2017
24352,24005,2018
9982,9206,2006
16464,16445,2018
16787,16649,2003
10347,10224,2009
19456,19358,2006
22183,22166,2015
24716,24674,2017
6864,6504,2011
8676,8518,2006
10471,9715,2012
22444,22087,2017
20243,20178,2003
8779,4923,2018
11113,11087,2002
22439,22239,2002
20965,20572,2009
20459,20455,2017
20050,19822,2012
18655,18590,2021
10786,10534,2021
24622,24355,2020
23973,23950,2007
15107,14911,2012
13074,12459,2002
12244,11669,2003
6526,6428,2013
14417,14347,2000
16731,16282,2015
12329,12296,2017
7405,7222,2005
8654,5421,2018
9343,4204,2016
19892,52,2015
11291,11244,2006
9114,6017,2006
12950,12424,2018
19831,19409,2009
8177,4650,2009
12366,12036,2010
5179,3862,2020
24171,24096,2007
21447,21423,2011
5682,5578,2003
9928,6995,2011
8346,8314,2018
23195,23189,2017
11485,4953,2014
10963,1821,2021
19793,19432,2004
18048,17708,2008
14533,14032,2017
20903,20780,2001
8676,1154,2001
4322,3997,2014
7943,7231,2001
8431,1594,2002
21486,21272,2004
10787,7161,2000
18584,18454,2004
18166,18131,2015
13410,13008,2013
14875,14818,2000
21141,20728,2003
8785,6984,2000
7183,7177,2004
16351,16038,2017
16801,16528,2014
9982,9078,2001
4809,4218,2007
20832,20617,2002
7885,6597,2016
22123,21942,2010
20081,19776,2014
20192,20038,2001
14950,14408,2000
7764,5623,2010
19026,18960,2011
10583,8561,2010
19292,19217,2014
21019,20620,2007
16575,16410,2001
9607,9490,2008
18708,18704,2019
